japanese,reading,english,type,category,importance,example_jp,example_en,romaji
ポケット,ポケット,pocket,word,Things & Objects,100,ポケットの なかに けいたいでんわがあります。,I have a mobile phone in my pocket.,pokettono naka ni keitaidenwagaari masu
ほしい,ほしい,want (something) [i-adj.],word,Adjectives,1,あたらしいカメラがほしいです。,I want a new camera.,atarashiikameragahoshii desu
ほそい,ほそい,"thin, fine [i-adj.]",word,Adjectives,1,ほそいペンで イラストを かきます。,Draw an illustration with a thin pen.,hosoipen de irasuto o kaki masu
ボタン,ボタン,button,word,Things & Objects,100,このシャツは ボタンが ひとつ ありません。,This shirt doesn't have one button.,konoshatsu wa botan ga hitotsu arimasen
ホテル,ホテル,hotel,word,Places & Directions,100,ホテルで おいしい ひるごはんを たべました。,I had a delicious lunch at the hotel.,hoteru de oishii hirugohan o tabemashita
本,ほん,book,word,School & Work,100,しゅうに ３さつぐらい 本を よみます。,I read about 3 books a week.,shuu ni ３satsugurai hon wo yomi masu
ほんだな,ほんだな,bookshelf,word,Other,1,ほんだなに本が 200さつぐらい あります。,There are about 200 books on the bookshelf.,hondana ni hon ga 200satsugurai ari masu
ほんとう,ほんとう,"really, truth",word,Other,1,ほんとうですか。しりませんでした。,Is it true? I did not know that.,hontou desu ka shirimasen deshita
ほんや,ほんや,bookshop,word,Places & Directions,1,５かいに おおきい ほんやが あります。,There is a large bookstore on the 5th floor.,５kai ni ookii honya ga ari masu
毎朝,まいあさ,every morning,word,Time & Dates,100,毎朝 コーヒーを ２はい のみます。,I drink two cups of coffee every morning.,maiasa koohii o ２hai nomi masu
毎月,まいげつ/まいつき,every month,word,Time & Dates,1,毎月 ホンコンに しゅっちょうします。,I go on a business trip to Hong Kong every month.,maigetsu/maitsuki honkon ni shucchoushi masu
毎週,まいしゅう,every week,word,Time & Dates,100,毎週 げつようびに ジムに いきます。,I I go to the gym in my neighborhood every week.,maishuu getsuyoubi ni jimu ni iki masu
毎日,まいにち,every day,word,Time & Dates,100,へいじつは毎日 7じはんに おきます。,I wake up at 7:30am every weekday.,heijitsu wa mainichi 7jihan ni oki masu
毎年,まいねん/まいとし,every year,word,Time & Dates,1,毎年 ８がつと 12がつに りょこうを します。,I travel every August and December.,mainen/maitoshi ８gatsu to 12gatsu ni ryokou o shi masu
毎ばん,まいばん,every night,word,Time & Dates,1,毎ばん １じかんぐらい ゲームをします。,I play games for about an hour every night.,maiban １jikangurai geemuwoshi masu
まがります,まがります,turn,word,Verbs,1,２つめの かどを みぎに まがります。,Turn right at the second corner.,２tsumeno kado o migi ni magari masu
まずい,まずい,"nasty, bad-tasting",word,Verbs,100,このりょうりは ほんとうに まずいです。,This dish is really bad.,konoryouri wa hontou ni mazui desu
また,また,again,word,Things & Objects,100,じゃ、また らいしゅう！,"Then, see you next week!",ja mata raishuu
まだ,まだ,,word,Things & Objects,100,,,
まち,まち,town,word,Places & Directions,1,わたしたちは このまちが すきです。,We like this town.,watashitachi wa konomachi ga suki desu
まちます,まちます,wait,word,Verbs,1,ここで  タクシーを まちます。,I'll wait for a taxi here.,koko de takushii o machi masu
まっすぐ,まっすぐ,straight [na-adj.],word,Things & Objects,100,このみちを 100mぐらい まっすぐ いきます。,Go straight on this road for about 100m.,konomichi o 100mgurai massugu iki masu
マッチ,マッチ,match,word,Things & Objects,100,たぶん うちに マッチは ありません。,There is probably no match at home.,tabun uchi ni macchi wa arimasen
まど,まど,window,word,Things & Objects,1,このまどを あけても いいですか。,Is it okay to open this window?,konomado o akete mo ii desu ka
まるい,まるい,round [i-adj.],word,Adjectives,1,まるいテーブルをかいたいです。,I want to buy a round table.,maruiteeburuwokaitai desu
万,まん,ten thousand,word,Numbers & Counters,100,このタブレットは 5万えんで かいました。,"I bought this tablet for 50,000 yen.",konotaburetto wa 5 man en de kaimashita
まんねんひつ,まんねんひつ,fountain pen,word,Things & Objects,1,たかい まんねんひつを ３ぼん もっています。,I have three expensive fountain pens.,takai mannenhitsu o ３bon mottei masu
みがきます,みがきます,"polish, brush",word,Verbs,1,しょくじのあとで はを みがきます。,I will brush after the meal.,shokujinoato de ha o migaki masu
右,みぎ,right,word,Places & Directions,100,つぎの かどを 右に まがります。,Turn right at the next corner.,tsugino kado o migi ni magari masu
みじかい,みじかい,short [i-adj.],word,Adjectives,1,みじかいえいがを３ぼん みました。,I watched 3 short movies.,mijikaieigawo３bon mimashita
水,みず,water,word,Food & Drink,100,つめたい水を ください。,Please give me cold water.,tsumetai mizu wo kudasai
店,みせ,store,word,Places & Directions,100,この店の やきとりは さいこうです。,The yakitori in this shop is the best.,kono mise no yakitori wa saikou desu
見せます,みせます,show,word,Verbs,1,いりぐちで チケットを 見せます。,I will show them the ticket at the entrance.,iriguchi de chiketto o mise masu
道,みち,way,word,Things & Objects,100,この道を まっすぐ いってください。,Please go straight on this road.,kono michi wo massugu ittekudasai
三日,みっか,"the third day of month, three days",word,Time & Dates,100,きょうは 三日です。,Today is the 3rd.,kyou wa mik ka desu
三つ,みっつ,three,word,Numbers & Counters,100,このふくは ポケットが 三つ あります。,This cloth has three pockets.,konofuku wa poketto ga mittsu ari masu
みなさん,みなさん,everyone,word,People & Family,1,みなさん、こんにちは。,Hello everyone.,minasan konnichi wa
南,みなみ,south,word,Places & Directions,100,南は こっちです。,South is this direction.,minami ha kocchi desu
見ます,みます,"look, see, watch",word,Things & Objects,1,よく ネットで えいがを 見ます。,I often watch movies online.,yoku netto de eiga o mi masu
耳,みみ,ear,word,Body Parts,100,わたしは 耳が ちいさいです。,I have small ears.,watashi wa mimi ga chiisai desu
みんな,みんな,"everyone, everything",word,People & Family,100,これは みんな 100えんです。,This is all 100 yen.,kore wa minna 100en desu
六日,むいか,the sixth day of the month,word,Time & Dates,100,きょうは 六日です。,Today is the 6th.,kyou wa mui ka desu
むこう,むこう,over there,word,Other,1,だんせいの おてあらいは むこうです。,Men's restrooms are over there.,danseino otearai wa mukou desu
むずかしい,むずかしい,difficult [i-adj.],word,Adjectives,1,このもんだいは とても むずかしいです。,This question is very difficult.,konomondai wa tote mo muzukashii desu
六つ,むっつ,six,word,Numbers & Counters,100,その ちいさい パンを 六つ ください。,Please give me six of those little breads.,sono chiisai pan o muttsu kudasai
目,め,eye,word,Body Parts,100,わたしは 目が あまり よくないです。,My eyes are not very good.,watashi wa me ga amari yokunai desu
めがね,めがね,glasses,word,Clothing,1,ポケットの なかに めがねが あります。,I have glasses in my pocket.,pokettono naka ni megane ga ari masu
メモ,メモ,memo,word,Other,1,バッグの なかに メモが あります。,There is a note in my bag.,bagguno naka ni memo ga ari masu
メモします,メモします,make a note,word,Greetings & Expressions,1,メモしてもいいですか。,Can I make a note?,memoshitemoii desu ka
もう,もう,"already, yet",word,Things & Objects,100,もう おわりました。,It's already over.,mou owarimashita
木,もく,Thursday = もくようび。,word,Time & Dates,1,5がつ13にち（木,）  May 13th (Thursday).,5gatsu13nichi（ moku
木よう日,もくようび,Thursday,word,Time & Dates,1,木よう日に どこかで あいませんか。,Would you like to meet somewhere on Thursday?,mokuyoubi ni dokoka de aimasen ka
もしもし,もしもし,hello (telephone),word,Greetings & Expressions,100,もしもし、さとうですが、…。,"Hello, this is Sato ....",moshimoshi satou desu ga …
もちろん,もちろん,of course,word,Other,1,はい、もちろん。,Yes of course.,hai mochiron
もちます,もちます,"have, hold, carry",word,Verbs,1,バッグを もちましょうか。,Shall I carry your bag?,baggu o mochi mashou ka
もっていきます,もっていきます,take (something) （もってきます。= bring (something)）,word,Things & Objects,1,パーティーに なにを もっていきますか。,What are you going to take to the party?,paateii ni nani o motteiki masu ka
もっと,もっと,more,word,Things & Objects,100,もっと おおきい こえで はなしてください。,Please speak louder.,mot to ookii koe de hanashitekudasai
もの,もの,"object, thing",word,Things & Objects,1,いちばん いいものを えらんでください。,Please choose the best one.,ichiban iimono o erandekudasai
もらいます,もらいます,receive,word,Verbs,1,ともだちに プレゼントを もらいました。,I got a present from my friend.,tomodachi ni purezento o moraimashita
もん,もん,gate,word,Other,1,あそこの もんから はいってください。,Please enter from the gate over there.,asokono monkara haittekudasai
もんだい,もんだい,question,word,School & Work,1,これは むずかしいもんだいです。,This is a difficult question.,kore wa muzukashiimondai desu
もんだいようし,もんだいようし,question sheet,word,School & Work,1,まだ もんだいようしを みないでください。,Don't look at the question paper yet.,mada mondaiyoushi o minaidekudasai
もんだいれい,もんだいれい,sample question,word,School & Work,1,これは N5のもんだいれいです。,This is an example of an N5 question.,kore wa N5nomondairei desu
やおや,やおや,vegetable store,word,Things & Objects,1,ちかくの やおやで くだものを かいました。,I bought some fruits at a nearby greengrocer.,chikakuno yaoya de kudamono o kaimashita
やさい,やさい,vegetable,word,Things & Objects,1,まいにち やさいを たべます。,I eat vegetables every day.,mainichi yasai o tabe masu
やさしい,やさしい,"easy, kind/nice/sweet/gentle [i-adj.]",word,Adjectives,1,このテストは やさしいです。,This test is easy.,konotesuto wa yasashii desu
やじるし,やじるし,arrow,word,Other,1,あそこに あかい やじるしが あります。,There is a red arrow over there.,asoko ni akai yajirushi ga ari masu
安い,やすい,"cheap, inexpensive",word,Adjectives,100,このみせの ランチは 安いですが、おいしいです。,Lunch at this shop is cheap but delicious.,konomiseno ranchi wa yasui desu ga oishii desu
休み,やすみ,"holiday, vacation",word,Time & Dates,100,あしたは 休みですから、かいものにいきます。,"I'm off tomorrow, so I'm going shopping.",ashita wa yasumi desu kara kaimononiiki masu
休みます,やすみます,"have a day off, rest, be absent",word,Time & Dates,1,あしたから １しゅうかん 休みます。,I will take a week off from tomorrow.,ashitakara １shuukan yasumi masu
八つ,やっつ,eight,word,Numbers & Counters,100,このドーナツを 八つ ください。,Please give me eight of these donuts.,konodoonatsu o yattsu kudasai
山,やま,mountain,word,Places & Directions,100,しゅうまつに たかい やまに のぼりました。,I climbed a high mountain on the weekend.,shuumatsu ni takai yama ni noborimashita
やります,やります,do,word,Verbs,1,そのしごとは あとで わたしが やります。,I will do the work later.,sonoshigoto wa ato de watashi ga yari masu
ゆうがた,ゆうがた,early evening,word,Time & Dates,1,なつでも ゆうがたは すずしいです。,"Even in the summer, it is cool in the evening.",natsude mo yuugata wa suzushii desu
ゆうびんきょく,ゆうびんきょく,post office,word,Places & Directions,1,ゆうびんきょくにはあまり いきません。,I don't go to the post office very often.,yuubinkyokunihaamari ikimasen
有名,ゆうめい,famous [na-adj.],word,Things & Objects,100,これは すごく有名なアニメです。,This is a very famous anime.,kore wa sugoku yuumei naanime desu
ゆき,ゆき,snow,word,Nature & Animals,1,ふゆは たくさん ゆきが ふります。,"In winter, there are many snowfalls.",fuyu wa takusan yuki ga furi masu
ゆっくり(と),ゆっくり(と),slowly,word,Other,1,もうすこし ゆっくり はなしてください。,Please speak a little more slowly.,mousukoshi yukkuri hanashitekudasai
八日,ようか,"the eight day of the month, eight days",word,Time & Dates,100,きょうは 八日、きんようびです。,"Today is the 8th, Friday.",kyou wa you ka kinyoubi desu
ようふく,ようふく,(western) clothes,word,Clothing,1,ともだちのたんじょうびにようふくを あげました。,I gave clothes to my friend's birthday.,tomodachinotanjoubiniyoufuku o agemashita
よく,よく,often,word,Time & Dates,100,よく カフェで しごとを します。,I often work at a nearby cafe.,yoku kafue de shigoto o shi masu
よこ,よこ,the side,word,Places & Directions,1,テレビの よこに スイッチが あります。,There is a switch next to the TV.,terebino yoko ni suicchi ga ari masu
四つ,よっつ,four,word,Numbers & Counters,100,アイスコーヒーを 四つ ください。,Please give me four iced coffees.,aisukoohii o yottsu kudasai
よびます,よびます,"call, invite",word,Verbs,1,おみせの ひとを よびましょう。,Let's call the shop staff.,omiseno hito o yobi mashou
読みます,よみます,read,word,Verbs,1,むすめは よく ほんを 読みます。,My daughter often reads books.,musume wa yoku hon o yomi masu
夜,よる,night,word,Time & Dates,100,あしたの夜 カフェで ともだちに あいます。,I'll see my friends at the cafe tomorrow night.,ashitano yoru kafue de tomodachi ni ai masu
ラーメン,ラーメン,"ramen, noodle",word,Greetings & Expressions,1,ときどき ラーメンを たべます。,I eat ramen sometimes.,tokidoki raamen o tabe masu
来月,らいげつ,next month,word,Time & Dates,100,たぶん 来月 シンガポールに いきます。,Maybe I'm going to Singapore next month.,tabun raigetsu shingapooru ni iki masu
来週,らいしゅう,next week,word,Time & Dates,100,来週は とても いそがしいです。,I will be very busy next week.,raishuu ha tote mo isogashii desu
来年,らいねん,next year,word,Time & Dates,100,来年 けっこんします。,I'm getting married next year.,rainen kekkonshi masu
ラジオ,ラジオ,radio,word,Things & Objects,100,いまは ほとんど ラジオを ききません。,I rarely listen to the radio now.,ima wa hotondo rajio o kikimasen
りっぱ,りっぱ,"good, fine, fine-looking, splendid, magnificent [na-adj.]",word,Things & Objects,100,あのひとは とても りっぱなひとです。,That person is a very good person.,anohito wa tote mo rippanahito desu
りゅうがくせい,りゅうがくせい,student studying abroad,word,School & Work,1,リンダさんは りゅうがくせいです。,Linda is an international student.,rindasan wa ryuugakusei desu
りょうしん,りょうしん,parents,word,People & Family,1,りょうしんは ハワイに すんでいます。,My parents live in Hawaii.,ryoushin wa hawai ni sundei masu
りょうり,りょうり,cooking,word,Other,1,よく りょうりを します。,I cook often.,yoku ryouri o shi masu
りょこうがいしゃ,りょこうがいしゃ,travel agency,word,Other,1,かれは りょこうがいしゃにつとめています。,He works for a travel agency.,kare wa ryokougaishanitsutometei masu
りょこうします,りょこうします,travel,word,Verbs,1,なつやすみに ともだちと りょこうします。,I travel with friends for summer vacation.,natsuyasumi ni tomodachi to ryokoushi masu
りんご,りんご,apple,word,Food & Drink,1,ネットで りんごを たくさん かいました。,I bought a lot of apples online.,netto de ringo o takusan kaimashita
れい,れい,example,word,School & Work,1,もうすこし れいを おしえてください。,Please give me a few more examples.,mousukoshi rei o oshietekudasai
れいぞうこ,れいぞうこ,refrigerator,word,Other,1,れいぞうこの なかに ビールが たくさん あります。,There is a lot of beer in the fridge.,reizoukono naka ni biiru ga takusan ari masu
レコード,レコード,record,word,Things & Objects,100,わたしの うちに レコードは ありません。,There are no records in my house.,watashino uchi ni rekoodo wa arimasen
レストラン,レストラン,restaurant,word,Places & Directions,100,このレストランは とても おいしいです。,This restaurant has really good food.,konoresutoran wa tote mo oishii desu
れんしゅう,れんしゅう,practice,word,Other,1,れんしゅうは とても たいせつです。,Practice is very important.,renshuu wa tote mo taisetsu desu
れんしゅうします,れんしゅうします,practice,word,Verbs,1,うちで もっと れんしゅうしてください。,Please practice more at home.,uchi de mot to renshuushitekudasai
六,ろく,six,word,Numbers & Counters,100,このタブレットは 六まんえんぐらいでした。,"This tablet cost about 60,000 yen.",konotaburetto wa roku manengurai deshita
六本,ろっぽん,six (long objects),word,Things & Objects,1,コーラを 六本 ください。,Please give me six colas.,koora o roppon kudasai
ワイシャツ\n(Yシャツ),ワイシャツ\n(Yシャツ),business shirt (white shirt),word,Clothing,1,ワイシャツは あまり きません。,I don't wear shirts very often.,waishatsu wa amari kimasen
わかい,わかい,young [i-adj.],word,Adjectives,1,ははは ちちより ５さい わかいです。,My mother is 5 years younger than my father.,haha wa chichiyori ５sai wakai desu
わかります,わかります,"understand, know",word,Greetings & Expressions,1,にほんごが わかりますか。,Do you understand Japanese?,nihongo ga wakari masu ka
わすれます,わすれます,forget,word,Verbs,1,また パスワードをわすれました。,I forgot my password again.,mata pasuwaadowowasuremashita
私,わたくし\n(very formal),I,word,Other,1,私は ABC Company の さとうです。,I'm Sato from ABC Company.,watakushi\n(very formal) ha ABC Company no satou desu
私,わたし,I,word,People & Family,0,私は にほんごを べんきょうしています。,I'm studying Japanese.,watashi ha nihongo o benkyoushitei masu
わたします,わたします,hand over,word,Verbs,1,これから しゅくだいを わたします。,I will give you homework from now on.,korekara shukudai o watashi masu
わたります,わたります,cross,word,Verbs,1,おうだんほどうを わたりましょう。,Let's cross the pedestrian crossing.,oudanhodou o watari mashou
わるい,わるい,bad [i-adj.],word,Adjectives,1,わたしは めが わるいです。,I have bad eyesight.,watashi wa me ga warui desu
あ,あ,"Ah!, Oh!",word,Other,1,,,
ああ,ああ,Ah!,word,Things & Objects,100,,,
あのう,あのう,"Excuse me., Well, Let me see.",word,Greetings & Expressions,1,,,
ありがとうございます。,ありがとうございます。,Thank you very much.,word,Greetings & Expressions,1,,,
いいえ。,いいえ。,No,word,Greetings & Expressions,1,,,
いえ。,いえ。,No,word,Greetings & Expressions,1,,,
いただきます。,いただきます。,Let's eat! (saying this before having a meal.),word,Greetings & Expressions,1,,,
いってきます。,いってきます。,"I am going., I am leaving.",word,Greetings & Expressions,1,,,
いらっしゃいませ。,いらっしゃいませ。,"May I help you? (at restaurant, shop)",word,Greetings & Expressions,1,,,
うーん,うーん,"Well, Let me see.",word,Other,1,,,
ええ,ええ,Yes.,word,Greetings & Expressions,100,,,
えー,えー,"Well, Let me see.",word,Other,1,,,
えっ,えっ,Oh! = え。,word,Other,1,,,
おげんきで。,おげんきで。,Take care of yourself.,word,Greetings & Expressions,1,,,
おねがいします。,おねがいします。,Please.,word,Greetings & Expressions,1,,,
おはようございます。,おはようございます。,Good morning.,word,Greetings & Expressions,1,,,
おやすみなさい。,おやすみなさい。,Good night.,word,Greetings & Expressions,1,,,
ください。,ください。,Please give me.,word,Greetings & Expressions,1,,,
ごちそうさまでした。,ごちそうさまでした。,I've enjoyed my meal very much. Thank you. (saying this after having a meal.),word,Greetings & Expressions,1,,,
こちらこそ。,こちらこそ。,"It is me, not you that ...",word,Clothing,1,,,
ごめんください。,ごめんください。,"Hello!, May I come in?",word,Greetings & Expressions,1,,,
ごめんなさい。,ごめんなさい。,Sorry.,word,Greetings & Expressions,1,,,
こんにちは。,こんにちは。,"Good morning., Good afternoon., Hello.",word,Greetings & Expressions,1,,,
こんばんは。,こんばんは。,Good evening.,word,Greetings & Expressions,1,,,
さあ…,さあ…,Well ...,word,Other,1,,,
さようなら。,さようなら。,Goodbye.,word,Greetings & Expressions,1,,,
しつれいしました。,しつれいしました。,I am sorry. (I am sorry to have been rude.),word,Greetings & Expressions,1,,,
しつれいします。,しつれいします。,Excuse me.,word,Greetings & Expressions,1,,,
じゃ,じゃ,"then, well, well then, if so, in the case.",word,Time & Dates,1,,,
じゃあ,じゃあ,"then, well, well then, if so, in the case.",word,Greetings & Expressions,1,,,
すみません。,すみません。,Excuse me.,word,Greetings & Expressions,1,,,
そうしましょう。,そうしましょう。,Let's do it.,word,Other,1,,,
そうです。,そうです。,That's right.,word,Clothing,1,,,
そうですか。,そうですか。,I see.,word,Other,1,,,
そうですね。,そうですね。,"Oh right., Well ...",word,Places & Directions,1,,,
ただいま。,ただいま。,"I'm home., I'm back.",word,Greetings & Expressions,1,,,
では、また。,では、また。,"Well then, see you again.",word,Time & Dates,1,,,
どういたしまして。,どういたしまして。,"You are welcome., Not at all.",word,Greetings & Expressions,1,,,
どうぞ。,どうぞ。,Please.,word,Greetings & Expressions,1,,,
どうも。,どうも。,Thanks.,word,Greetings & Expressions,1,,,
どうもありがとう。,どうもありがとう。,Thanks a lot.,word,Greetings & Expressions,1,,,
はい。,はい。,Yes.,word,Greetings & Expressions,1,,,
はじめまして。,はじめまして。,Nice to see you.,word,Greetings & Expressions,1,,,
よろしく。,よろしく。,(Please favor me.),word,Greetings & Expressions,1,,,
いいえ,いいえ,"no, not at all",noun,Greetings & Expressions,100,,,
お～,お～,honorable ~ (honorific),noun,Things & Objects,100,,,
結構,けっこう,"splendid; enough, tolerably",noun,Things & Objects,100,,,
こんにちは,こんにちは,Good afternoon,noun,Time & Dates,100,,,
すみません,すみません,Excuse me; Im sorry,noun,Greetings & Expressions,100,,,
どうぞ,どうぞ,"please, kindly, by all means",noun,Greetings & Expressions,100,,,
はい,はい,yes,noun,Greetings & Expressions,100,,,
～円,～えん,Yen,expression,Greetings & Expressions,100,,,
～か月,～かげつ,(number of) months,expression,Time & Dates,100,,,
～がる,～がる,feel,expression,Greetings & Expressions,100,,,
～側,～がわ,~ side,expression,Greetings & Expressions,100,,,
～語,～ご,"word, language",expression,Greetings & Expressions,100,,,
～歳,～さい,~ years old,expression,Time & Dates,100,,,
～さん,～さん,"Mr. ~, Ms. ~",expression,Greetings & Expressions,100,,,
～週間,～しゅうかん,~ weeks,expression,Time & Dates,100,,,
～時間,～じかん,~ hours,expression,Greetings & Expressions,100,,,
～中,～じゅう,"during, while",expression,Greetings & Expressions,100,,,
～たち,～たち,plural suffix,expression,Greetings & Expressions,100,,,
～だけ,～だけ,"only ~, just ~, as ~",expression,Greetings & Expressions,100,,,
～など,～など,et cetera,expression,Greetings & Expressions,100,,,
～年,～ねん,~ years,expression,Time & Dates,100,,,
～番,～ばん,~st; ~th best,expression,Greetings & Expressions,100,,,
～分,～ふん,~ minutes,expression,Greetings & Expressions,100,,,
七,しち,seven,noun,Numbers & Counters,100,,,
～階,～かい,counter for stories (floors) of a building,expression,Greetings & Expressions,100,,,
～個,～こ,"counter for small items (e.g., fruits, cups)",expression,Greetings & Expressions,100,,,
～冊,～さつ,counter for books,expression,Greetings & Expressions,100,,,
～人,～じん,counter for people,expression,Greetings & Expressions,100,,,
～台,～だい,counter for vehicles; machines,expression,Greetings & Expressions,100,,,
～度,～ど,counter for occurrences; ~ degree; ~ point,expression,Greetings & Expressions,100,,,
～杯,～はい,counter for cupfuls,expression,Greetings & Expressions,100,,,
～匹,～ひき,counter for small animals,expression,Greetings & Expressions,100,,,
～本,～ほん,counter for long cylindrical things,expression,Greetings & Expressions,100,,,
～枚,～まい,counter for flat things,expression,Greetings & Expressions,100,,,
いただきます,いただきます,Thank you for the meal (before eating),noun,Greetings & Expressions,100,,,
おはよう,おはよう,Good morning,noun,Time & Dates,100,,,
おはよう ございます,おはよう ございます,Good morning (polite),noun,Time & Dates,100,,,
かかる,かかる,"it takes (amount of time, money) (v.i.)",noun,Time & Dates,100,,,
こんばんは,こんばんは,Good evening,noun,Time & Dates,100,,,
ごちそうさまでした,ごちそうさまでした,Thank you for the meal (after eating),noun,Greetings & Expressions,100,,,
さあ,さあ,"come now, well",noun,Time & Dates,100,,,
年,とし,"year, age",noun,Time & Dates,100,,,
毎月,まいげつ; まいつき,"every month, monthly",noun,Time & Dates,100,,,
毎年,まいねん; まいとし,"every year, yearly, annually",noun,Time & Dates,100,,,
夕飯,ゆうはん,"dinner, supper, evening meal",noun,Time & Dates,100,,,
昨夜,ゆうべ,last night,noun,Time & Dates,100,,,
四日,よっか,four days; fourth day of the month,noun,Time & Dates,100,,,
～月,～がつ,month of year,expression,Time & Dates,100,,,
～ころ; ～ごろ,～ころ; ～ごろ,"about, toward, approximately (time)",expression,Time & Dates,100,,,
～時,～じ,~ o'clock (time),expression,Time & Dates,100,,,
～ずつ,～ずつ,at a time,expression,Time & Dates,100,,,
～日,～にち,"~ day of the month, for ~ days",expression,Time & Dates,100,,,
あなた,あなた,you,noun,People & Family,100,,,
ありがとう,ありがとう,Thank you,noun,Greetings & Expressions,100,,,
ありがとう ございます,ありがとう ございます,Thank you (polite),noun,Greetings & Expressions,100,,,
いかが,いかが,"how, in what way",noun,Things & Objects,100,,,
家庭,かてい,home; family,noun,People & Family,100,,,
こっち,こっち,this person; this direction; this side,noun,People & Family,100,,,
どういたしまして,どういたしまして,you're welcome,noun,Greetings & Expressions,100,,,
どうも,どうも,Thank you; somehow; no matter how hard one may try,noun,Greetings & Expressions,100,,,
はじめまして,はじめまして,How do you do?,noun,People & Family,100,,,
いってきます,いってきます,Ill go and come back,noun,Places & Directions,100,,,
ワイシャツ,ワイシャツ,"shirt (lit: white shirt), business shirt",noun,Clothing,100,,,
紅茶,こうちゃ,black tea,noun,Food & Drink,100,,,
カレー,カレー,curry (abbr. for curry and rice),noun,Food & Drink,100,,,
あっち,あっち,over there,noun,Places & Directions,100,,,
そっち,そっち,over there,noun,Places & Directions,100,,,
ただいま,ただいま,Im home,noun,Places & Directions,100,,,
～前,～まえ,in front of ~,expression,Greetings & Expressions,100,,,
～屋,～や,~ shop,expression,Greetings & Expressions,100,,,
字引,じびき,dictionary,noun,School & Work,100,,,
勉強,べんきょう (する),study,noun,School & Work,100,,,
犬,いぬ,dog,noun,Nature & Animals,100,,,
猫,ねこ,cat,noun,Nature & Animals,100,,,
アイスクリーム,あいすくりーむ,ice cream,noun,Things & Objects,100,,,
青,あお,blue (noun),noun,Colors,100,,,
後,あと,afterwards (later); in the future; the rest; since then,noun,Things & Objects,100,,,
一緒,いっしょ,together,noun,Things & Objects,100,,,
インターネット,いんたーねっと,internet,noun,Things & Objects,100,,,
エアコン,えあこん,air conditioner,noun,Things & Objects,100,,,
お風呂,おふろ,a bath,noun,Things & Objects,100,,,
おまわりさん,おまわりさん,policeman (friendly term),noun,Things & Objects,100,,,
おめでとう,おめでとう,congratulations,noun,Greetings & Expressions,100,,,
片仮名,かたかな,katakana,noun,Things & Objects,100,,,
黄色,きいろ,yellow (noun),noun,Colors,100,,,
警官,けいかん,police officer,noun,Things & Objects,100,,,
結婚,けっこん (する),marriage (get married),noun,Things & Objects,100,,,
交差点,こうさてん,intersection,noun,Things & Objects,100,,,
財布,さいふ,wallet,noun,Things & Objects,100,,,
さようなら,さようなら,Goodbye,noun,Greetings & Expressions,100,,,
散歩,さんぽ (する),"walk, stroll",noun,Things & Objects,100,,,
白,しろ,white (noun),noun,Colors,100,,,
じゃ; じゃあ,じゃ; じゃあ,"well, well then",noun,Things & Objects,100,,,
スマホ,すまほ,smartphone,noun,Things & Objects,100,,,
スマートフォン,すまーとふぉん,smartphone,noun,Things & Objects,100,,,
スーパー,すーぱー,supermarket,noun,Things & Objects,100,,,
背,せい,"(one's) height, stature",noun,Things & Objects,100,,,
そうして; そして,そうして; そして,"and, like that",noun,Things & Objects,100,,,
掃除,そうじ (する),"cleaning, sweeping",noun,Things & Objects,100,,,
たて,たて,"length, height",noun,Things & Objects,100,,,
誰か,だれか,someone,noun,People & Family,100,,,
小さな,ちいさな,"small, little (na-adj/pre-noun)",noun,Things & Objects,100,,,
どっち,どっち,"which one, which way",noun,Things & Objects,100,,,
なぜ,なぜ,why (same as どうして),noun,Things & Objects,100,,,
夏休み,なつやすみ,summer vacation,noun,Things & Objects,100,,,
何,なん; なに,what,noun,Things & Objects,100,,,
何～,なん～,what sort of ~,noun,Things & Objects,100,,,
始まる,はじまる,(something) begins,noun,Things & Objects,100,,,
初め; 始め,はじめ,"beginning, start",noun,Things & Objects,100,,,
ハンバーガー,はんばーがー,hamburger,noun,Things & Objects,100,,,
パソコン,ぱそこん,personal computer,noun,Things & Objects,100,,,
緑,みどり,green,noun,Colors,100,,,
村,むら,village,noun,Things & Objects,100,,,
ゆっくりと,ゆっくりと,"slowly, at ease",noun,Things & Objects,100,,,
旅行,りょこう,"travel, trip",noun,Things & Objects,100,,,
練習,れんしゅう (する),(to) practice,noun,Things & Objects,100,,,
廊下,ろうか,corridor,noun,Things & Objects,100,,,
カップ,カップ,cup,noun,Things & Objects,100,,,
キロ; キログラム,キロ; キログラム,(abbr.) kilo (kilogram),noun,Things & Objects,100,,,
キロ; キロメートル,キロ; キロメートル,(abbr.) kilo (kilometer),noun,Things & Objects,100,,,
ペット,ペット,pet,noun,Things & Objects,100,,,
ポスト,ポスト,"mailbox; post, position",noun,Things & Objects,100,,,
ラジオカセ,ラジオカセ,radio cassette player,noun,Things & Objects,100,,,
いい; よい,いい; よい,good,adjective,Adjectives,100,,,
いってらっしゃい,いってらっしゃい,Please go and come back,adjective,Adjectives,100,,,
おかえりなさい,おかえりなさい,Welcome home,adjective,Adjectives,100,,,
おやすみ なさい,おやすみ なさい,Good night,adjective,Adjectives,100,,,
下さい,ください,(with te-form verb) please do for me,adjective,Adjectives,100,,,
ごめん なさい,ごめん なさい,I'm sorry,adjective,Adjectives,100,,,
ない,ない,"there isn't, doesn't have",adjective,Adjectives,100,,,
